what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1348901633252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348901643316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348901643516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348901809866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348901813711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902070260
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348902075738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902167360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902169162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902172617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902176272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902176292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902176322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902177785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902181350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902181350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902181390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902182722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902189001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902225013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902231312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902231492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902239423
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1348902239543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902244811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348902313780
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348902315833
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348902319258
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348902324345
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348902324445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348902340849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348902342662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1348902407936
error,log,,,"Internal Error",1348902420303
error,log,,,"Internal Error",1348902420564
error,log,,,"Internal Error",1348902420684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348902421775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348902430338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348902431600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348902433462
